0.000000000000000000e+00,9.000000000000000567e-05,3.210000000000000180e-03,-5.360000000000000181e-03,-6.671000000000000540e-02,2.000000000000000042e-03,9.499999999999999981e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.600531270100712935e-03,5.682075101617683859e-03,-6.466970126054594550e-03,-6.798329178711511045e-02,4.866821576937903175e-04,9.140665112941807674e-04,0.000000000000000000e+00,-8.666705509788139028e-03,-8.666705509788139028e-03,-8.666705509788139028e-03,-8.666705509788139028e-03,-8.666705509788139028e-03,-8.666705509788139028e-03,0.000000000000000000e+00
0.000000000000000000e+00,3.111062540201425634e-03,8.154150203235368405e-03,-7.573940252109188920e-03,-6.925658357423022937e-02,-1.026635684612419407e-03,8.781330225883615366e-04,0.000000000000000000e+00,-1.733341101957627806e-02,-1.733341101957627806e-02,-1.733341101957627806e-02,-1.733341101957627806e-02,-1.733341101957627806e-02,-1.733341101957627806e-02,0.000000000000000000e+00
0.000000000000000000e+00,4.621593810302138984e-03,1.062622530485305208e-02,-8.680910378163783289e-03,-7.052987536134533442e-02,-2.539953526918629564e-03,8.421995338825423059e-04,0.000000000000000000e+00,-2.600011652936442055e-02,-2.600011652936442055e-02,-2.600011652936442055e-02,-2.600011652936442055e-02,-2.600011652936442055e-02,-2.600011652936442055e-02,0.000000000000000000e+00
0.000000000000000000e+00,6.132125080402851466e-03,1.309830040647073576e-02,-9.787880504218377659e-03,-7.180316714846045334e-02,-4.053271369224838855e-03,8.062660451767230752e-04,0.000000000000000000e+00,-3.466682203915255611e-02,-3.466682203915255611e-02,-3.466682203915255611e-02,-3.466682203915255611e-02,-3.466682203915255611e-02,-3.466682203915255611e-02,0.000000000000000000e+00
0.000000000000000000e+00,7.642656350503565683e-03,1.557037550808841944e-02,-1.089485063027297203e-02,-7.307645893557557226e-02,-5.566589211531049013e-03,7.703325564709038445e-04,0.000000000000000000e+00,-4.333352754894070208e-02,-4.333352754894070208e-02,-4.333352754894070208e-02,-4.333352754894070208e-02,-4.333352754894070208e-02,-4.333352754894070208e-02,0.000000000000000000e+00
0.000000000000000000e+00,9.153187620604278166e-03,1.804245060970610312e-02,-1.200182075632756640e-02,-7.434975072269067731e-02,-7.079907053837259170e-03,7.343990677650846137e-04,0.000000000000000000e+00,-5.200023305872884111e-02,-5.200023305872884111e-02,-5.200023305872884111e-02,-5.200023305872884111e-02,-5.200023305872884111e-02,-5.200023305872884111e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.066371889070499152e-02,2.051452571132378680e-02,-1.310879088238216077e-02,-7.562304250980578235e-02,-8.593224896143468461e-03,6.984655790592653830e-04,0.000000000000000000e+00,-6.066693856851698013e-02,-6.066693856851698013e-02,-6.066693856851698013e-02,-6.066693856851698013e-02,-6.066693856851698013e-02,-6.066693856851698013e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.217425016080570313e-02,2.298660081294147048e-02,-1.421576100843675514e-02,-7.689633429692090127e-02,-1.010654273844967775e-02,6.625320903534462607e-04,0.000000000000000000e+00,-6.933364407830511222e-02,-6.933364407830511222e-02,-6.933364407830511222e-02,-6.933364407830511222e-02,-6.933364407830511222e-02,-6.933364407830511222e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.368478143090641821e-02,2.545867591455915416e-02,-1.532273113449134951e-02,-7.816962608403600632e-02,-1.161986058075588878e-02,6.265986016476270300e-04,0.000000000000000000e+00,-7.800034958809326513e-02,-7.800034958809326513e-02,-7.800034958809326513e-02,-7.800034958809326513e-02,-7.800034958809326513e-02,-7.800034958809326513e-02,0.000000000000000000e+00
