0, 0.000001, 0.000509, -0.006311, -0.073773, -0.000002, -0.000000, -0.000006, -0.003625, 0.000570, -0.001620, -0.000740, -0.005176, 0.000232, 0.000000, 
1, 0.000001, 0.000509, -0.006311, -0.073773, -0.000001, -0.000000, -0.000006, -0.002326, 0.001137, -0.001507, -0.000696, -0.004628, 0.000198, 0.000000, 
2, 0.000001, 0.000509, -0.006311, -0.073773, -0.000001, -0.000000, -0.000006, -0.002509, 0.001668, -0.001780, -0.000647, -0.004253, -0.003557, 0.000000, 
3, 0.000001, 0.000509, -0.006311, -0.073773, -0.000001, -0.000001, -0.000006, -0.003521, -0.000720, -0.001655, -0.000602, -0.002489, -0.007892, 0.000000, 
4, 0.000001, 0.000509, -0.006311, -0.073773, -0.000001, 0.000000, -0.000006, -0.004260, -0.000800, -0.001539, -0.000560, -0.002204, -0.002350, 0.000000, 
5, 0.000002, 0.000508, -0.006312, -0.073773, -0.000001, 0.000000, -0.000006, -0.003742, -0.001161, -0.001431, -0.000554, -0.002168, -0.002295, 0.000000, 
6, 0.000001, 0.000508, -0.006312, -0.073773, -0.000001, 0.000000, -0.000006, -0.004280, -0.001341, -0.001331, -0.000541, -0.003069, -0.002530, 0.000000, 
7, 0.000002, 0.000508, -0.006312, -0.073773, -0.000001, 0.000000, -0.000006, -0.002404, -0.001870, -0.001238, -0.000882, -0.003031, -0.004796, 0.000000, 
8, 0.000002, 0.000508, -0.006312, -0.073773, -0.000001, 0.000000, -0.000006, -0.001680, -0.001967, -0.001151, -0.000820, -0.002928, -0.004797, 0.000000, 
9, 0.000002, 0.000508, -0.006312, -0.073773, -0.000001, 0.000002, -0.000006, -0.000466, -0.001542, -0.001112, -0.000763, -0.002723, 0.002146, 0.000000, 
10, 0.000002, 0.000508, -0.006312, -0.073773, -0.000001, 0.000002, -0.000006, -0.000661, -0.001893, -0.001506, -0.000709, -0.002709, 0.001692, 0.000000, 
11, 0.000002, 0.000508, -0.006312, -0.073773, -0.000001, 0.000002, -0.000006, -0.001129, -0.001992, -0.001401, -0.000659, -0.001078, 0.000015, 0.000000, 
12, 0.000002, 0.000508, -0.006312, -0.073773, -0.000002, 0.000002, -0.000006, -0.001100, -0.001351, -0.001319, -0.000613, -0.005966, -0.000020, 0.000000, 
13, 0.000002, 0.000508, -0.006312, -0.073773, -0.000002, 0.000001, -0.000006, -0.000332, -0.001560, -0.001227, -0.000874, -0.005261, 0.000057, 0.000000, 
14, 0.000002, 0.000508, -0.006312, -0.073773, -0.000002, 0.000003, -0.000006, -0.001101, -0.001632, -0.001141, -0.000812, -0.004892, 0.004123, -0.000120, 
15, 0.000002, 0.000508, -0.006312, -0.073772, -0.000002, 0.000003, -0.000006, 0.000459, -0.002280, -0.001061, 0.000896, -0.004827, 0.003050, 0.000000, 
16, 0.000002, 0.000508, -0.006312, -0.073772, -0.000001, 0.000003, -0.000006, -0.000879, -0.002091, -0.000986, 0.000833, -0.004489, 0.001160, 0.000000, 
17, 0.000002, 0.000508, -0.006312, -0.073772, -0.000001, 0.000002, -0.000006, 0.000784, -0.002285, -0.000917, 0.002427, -0.004174, 0.001028, -0.003606, 
18, 0.000002, 0.000508, -0.006313, -0.073771, -0.000001, 0.000002, -0.000006, -0.000089, -0.003406, -0.000853, 0.002257, -0.004657, -0.000629, 0.000000, 
19, 0.000002, 0.000508, -0.006317, -0.073771, -0.000001, 0.000002, -0.000006, -0.000504, -0.003976, -0.003658, 0.001163, -0.004330, -0.000719, 0.000000, 
20, 0.000002, 0.000509, -0.006333, -0.073774, -0.000001, 0.000002, -0.000006, -0.000494, -0.003954, -0.010936, 0.000104, -0.004027, -0.000669, 0.000000, 
21, 0.000002, 0.000510, -0.006415, -0.073783, -0.000001, 0.000001, -0.000006, 0.001083, -0.004157, -0.023728, -0.000915, -0.002977, -0.000656, 0.000000, 
22, 0.000002, 0.000512, -0.006543, -0.073793, -0.000001, 0.000001, -0.000006, 0.000434, -0.005644, -0.035454, -0.000387, -0.002777, -0.001107, -0.002404, 
23, 0.000002, 0.000513, -0.006691, -0.073800, -0.000002, 0.000001, -0.000006, 0.000286, -0.006849, -0.038345, 0.000196, -0.007816, -0.001661, 0.000000, 
24, 0.000002, 0.000515, -0.006838, -0.073805, -0.000003, 0.000000, -0.000006, 0.000080, -0.006534, -0.035657, 0.001362, -0.011136, -0.001562, 0.000000, 
25, 0.000002, 0.000518, -0.006970, -0.073807, -0.000003, 0.000002, -0.000006, -0.000566, -0.005802, -0.032053, 0.000306, -0.010346, 0.004051, 0.000000, 
26, 0.000002, 0.000521, -0.007086, -0.073808, -0.000003, 0.000002, -0.000006, -0.000737, -0.006482, -0.028314, 0.000184, -0.009579, 0.002848, 0.000000, 
27, 0.000002, 0.000525, -0.007194, -0.073810, -0.000003, 0.000002, -0.000006, 0.000200, -0.005707, -0.026329, 0.000171, -0.007070, 0.002943, 0.000000, 
28, 0.000002, 0.000529, -0.007297, -0.073812, -0.000004, 0.000002, -0.000006, -0.001213, -0.006870, -0.024677, 0.000159, -0.011066, 0.000327, 0.000000, 
29, 0.000002, 0.000534, -0.007396, -0.073814, -0.000003, 0.000002, -0.000006, -0.000370, -0.008120, -0.023326, 0.000148, -0.010231, 0.000304, 0.000000, 
30, 0.000002, 0.000539, -0.007490, -0.073816, -0.000003, 0.000001, -0.000006, 0.000431, -0.006333, -0.022499, 0.000137, -0.009312, 0.000308, 0.000000, 
31, 0.000003, 0.000545, -0.007577, -0.073818, -0.000003, 0.000001, -0.000006, 0.001151, -0.006745, -0.020922, -0.000294, -0.006864, 0.000295, 0.000000, 
32, 0.000003, 0.000552, -0.007659, -0.073820, -0.000003, 0.000001, -0.000006, 0.002225, -0.005522, -0.020003, -0.000273, -0.004874, 0.000283, 0.000000, 
33, 0.000003, 0.000558, -0.007736, -0.073821, -0.000001, 0.000001, -0.000006, 0.001479, -0.005164, -0.018963, -0.000254, 0.003414, 0.000600, 0.000000, 
34, 0.000002, 0.000564, -0.007808, -0.073823, -0.000001, 0.000001, -0.000006, 0.001156, -0.006003, -0.017633, -0.000236, 0.006242, 0.000558, 0.000000, 
35, 0.000002, 0.000570, -0.007876, -0.073824, -0.000001, 0.000001, -0.000006, 0.000030, -0.004756, -0.016397, -0.000220, 0.007397, 0.000611, 0.000000, 
36, 0.000002, 0.000575, -0.007938, -0.073826, -0.000001, 0.000001, -0.000006, -0.000216, -0.004659, -0.015247, -0.000204, 0.006963, 0.000568, 0.000000, 
37, 0.000002, 0.000581, -0.007996, -0.073827, -0.000002, 0.000001, -0.000006, -0.001027, -0.004168, -0.014187, -0.000190, 0.003036, 0.000234, 0.000000, 
38, 0.000002, 0.000586, -0.008050, -0.073828, -0.000002, 0.000001, -0.000006, -0.000601, -0.004250, -0.014658, -0.000177, 0.002857, 0.000217, 0.000000, 
39, 0.000002, 0.000592, -0.008100, -0.073829, -0.000002, 0.000002, -0.000006, -0.000913, -0.003877, -0.012375, -0.000164, 0.002960, 0.005486, 0.000000, 
40, 0.000002, 0.000598, -0.008146, -0.073830, -0.000003, 0.000002, -0.000006, -0.001793, -0.005248, -0.011507, -0.000153, -0.002185, 0.004242, -0.000120, 
41, 0.000002, 0.000604, -0.008188, -0.073831, -0.000003, 0.000002, -0.000006, -0.000614, -0.003519, -0.010701, -0.000142, -0.001653, 0.003944, -0.000361, 
42, 0.000002, 0.000610, -0.008228, -0.073832, -0.000002, 0.000002, -0.000006, -0.001009, -0.003226, -0.009950, -0.000132, -0.001074, 0.005454, 0.000000, 
43, 0.000002, 0.000617, -0.008265, -0.073833, -0.000003, 0.000002, -0.000006, 0.000427, -0.000931, -0.009253, -0.000123, -0.005532, 0.005030, 0.000000, 
44, 0.000003, 0.000623, -0.008300, -0.073834, -0.000003, 0.000002, -0.000006, 0.001501, -0.002657, -0.008604, -0.000114, -0.005102, 0.004677, 0.000000, 
45, 0.000003, 0.000630, -0.008332, -0.073834, -0.000003, 0.000002, -0.000006, 0.001809, -0.000907, -0.008001, -0.000106, -0.003716, 0.004349, 0.000000, 
46, 0.000003, 0.000637, -0.008361, -0.073835, -0.000003, 0.000001, -0.000006, 0.000957, -0.000595, -0.007440, -0.000099, -0.003279, 0.001314, 0.000000, 
47, 0.000003, 0.000643, -0.008389, -0.073836, -0.000003, 0.000001, -0.000006, 0.001556, 0.000656, -0.006918, -0.000092, -0.002257, 0.000446, 0.000000, 
48, 0.000003, 0.000648, -0.008415, -0.073836, -0.000002, 0.000001, -0.000006, 0.002113, 0.000433, -0.006433, -0.000085, -0.000009, 0.001511, 0.000000, 
49, 0.000003, 0.000653, -0.008439, -0.073837, -0.000002, 0.000001, -0.000006, 0.001872, -0.001898, -0.005982, -0.000079, 0.000472, 0.001700, 0.000000, 
50, 0.000003, 0.000658, -0.008462, -0.073837, -0.000002, 0.000001, -0.000006, 0.002811, -0.001676, -0.006414, -0.000074, 0.001981, 0.001580, 0.000000, 
51, 0.000003, 0.000663, -0.008484, -0.073838, -0.000002, 0.000001, -0.000006, 0.002015, 0.001344, -0.005972, -0.000060, 0.000806, 0.001984, 0.000000, 
52, 0.000003, 0.000668, -0.008504, -0.073838, -0.000002, 0.000003, -0.000006, 0.001217, 0.000576, -0.005554, -0.000056, 0.001297, 0.007145, 0.000000, 
53, 0.000003, 0.000672, -0.008522, -0.073838, -0.000002, 0.000002, -0.000006, 0.001654, 0.002309, -0.005164, -0.000052, 0.003650, 0.003703, 0.000000, 
54, 0.000003, 0.000676, -0.008539, -0.073839, -0.000002, 0.000002, -0.000006, 0.002440, 0.000079, -0.004996, -0.000048, 0.004153, -0.000610, 0.000000, 
55, 0.000003, 0.000679, -0.008555, -0.073839, -0.000001, 0.000004, -0.000006, 0.003137, -0.001722, -0.004671, -0.000037, 0.003920, 0.005054, 0.000000, 
56, 0.000003, 0.000683, -0.008570, -0.073839, -0.000001, 0.000003, -0.000006, 0.001922, -0.000822, -0.005110, -0.000034, 0.004193, 0.003747, 0.000000, 
57, 0.000003, 0.000687, -0.008584, -0.073840, -0.000001, 0.000003, -0.000006, 0.000582, 0.000277, -0.003909, -0.000023, 0.004000, 0.001749, 0.000000, 
58, 0.000003, 0.000690, -0.008596, -0.073840, -0.000002, 0.000005, -0.000006, 0.001595, 0.000628, -0.003635, -0.000022, 0.000138, 0.005570, 0.000000, 
59, 0.000003, 0.000693, -0.008608, -0.073840, -0.000002, 0.000006, -0.000006, 0.002570, 0.001545, -0.003380, 0.000039, 0.000221, 0.008095, 0.000000, 
60, 0.000003, 0.000696, -0.008618, -0.073840, -0.000002, 0.000006, -0.000006, 0.003679, 0.001049, -0.003143, 0.000154, 0.000307, 0.005791, 0.000000, 
61, 0.000003, 0.000699, -0.008628, -0.073841, -0.000003, 0.000005, -0.000006, 0.002806, 0.001030, -0.002923, 0.000143, -0.002748, 0.004753, -0.000240, 
62, 0.000003, 0.000702, -0.008638, -0.073841, -0.000003, 0.000005, -0.000006, 0.001952, 0.002487, -0.002718, 0.000133, -0.002471, 0.003796, 0.000000, 
63, 0.000003, 0.000704, -0.008647, -0.073841, -0.000003, 0.000004, -0.000006, 0.001723, 0.000674, -0.004179, 0.000124, -0.001320, 0.002797, 0.000000, 
64, 0.000003, 0.000706, -0.008655, -0.073841, -0.000004, 0.000004, -0.000006, 0.000843, 0.000985, -0.003886, 0.000124, -0.005947, -0.001494, 0.000000, 
65, 0.000002, 0.000709, -0.008662, -0.073841, -0.000004, 0.000006, -0.000006, 0.000085, 0.001586, -0.003588, 0.000494, -0.005496, 0.003835, 0.000000, 
66, 0.000003, 0.000711, -0.008669, -0.073842, -0.000003, 0.000005, -0.000006, 0.000163, 0.001601, -0.002907, 0.000620, -0.004369, 0.002277, 0.000000, 
67, 0.000002, 0.000713, -0.008676, -0.073842, -0.000003, 0.000005, -0.000006, -0.000455, 0.001539, -0.002703, 0.000880, -0.003920, 0.000407, 0.000000, 
68, 0.000003, 0.000715, -0.008683, -0.073842, -0.000003, 0.000004, -0.000006, 0.000015, 0.001878, -0.002522, 0.000852, -0.003451, -0.001670, 0.000000, 
69, 0.000003, 0.000717, -0.008688, -0.073842, -0.000003, 0.000004, -0.000006, 0.001110, 0.001734, -0.002345, 0.000817, -0.002998, -0.000794, 0.000000, 
70, 0.000003, 0.000718, -0.008694, -0.073842, -0.000002, 0.000004, -0.000006, 0.000560, 0.001713, -0.002417, 0.001232, -0.002746, -0.000915, 0.000000, 
71, 0.000003, 0.000720, -0.008699, -0.073842, -0.000004, 0.000004, -0.000006, 0.001304, 0.001340, -0.002281, 0.001145, -0.005486, -0.000995, 0.000000, 
72, 0.000003, 0.000721, -0.008704, -0.073842, -0.000003, 0.000003, -0.000006, 0.000665, 0.001010, -0.002121, 0.001065, -0.001335, -0.000908, 0.000000, 
73, 0.000003, 0.000723, -0.008708, -0.073842, -0.000003, 0.000003, -0.000006, -0.000005, 0.000923, -0.002663, 0.001066, 0.001498, -0.001047, 0.000000, 
74, 0.000002, 0.000724, -0.008712, -0.073842, -0.000003, 0.000003, -0.000006, -0.001075, 0.000736, -0.002333, 0.000992, 0.003895, -0.000720, 0.000000, 
75, 0.000003, 0.000725, -0.008716, -0.073843, -0.000001, 0.000003, -0.000006, 0.000357, 0.000650, -0.002945, 0.001082, 0.010431, -0.001066, 0.000000, 
76, 0.000002, 0.000726, -0.008719, -0.073843, -0.000002, 0.000002, -0.000006, 0.000079, -0.000191, -0.002705, 0.001006, 0.005225, -0.001092, 0.000000, 
77, 0.000002, 0.000727, -0.008722, -0.073843, -0.000003, 0.000002, -0.000006, -0.000600, -0.000199, -0.002246, 0.000936, 0.000763, -0.001016, 0.000000, 
78, 0.000003, 0.000729, -0.008725, -0.073843, -0.000003, 0.000002, -0.000006, -0.000196, 0.001884, -0.002004, 0.000870, 0.000735, -0.000650, 0.000000, 
79, 0.000003, 0.000730, -0.008728, -0.073843, -0.000003, 0.000002, -0.000006, -0.000106, 0.001195, -0.002816, 0.000809, 0.000877, -0.000958, 0.000000, 
80, 0.000003, 0.000731, -0.008730, -0.073843, -0.000003, 0.000002, -0.000006, -0.000638, 0.002346, -0.001295, 0.000761, 0.003799, -0.000840, 0.000000, 
81, 0.000002, 0.000732, -0.008733, -0.073843, -0.000002, 0.000002, -0.000006, -0.001419, 0.001676, -0.001904, 0.000707, 0.004316, -0.000781, 0.000000, 
82, 0.000002, 0.000733, -0.008735, -0.073843, -0.000002, 0.000002, -0.000006, -0.002011, 0.001495, -0.001888, 0.000683, 0.005935, -0.000727, 0.000000, 
